code,title
34541,Int. J. Hybrid Intell. Syst.
34542,MIDAS/PAP@PKDD/ECML
34543,HSB
34544,J. Num. Math.
34545,DB&IS (Selected Papers)
34546,WCICSS
34547,WEB
34548,SCIA (1)
34549,Smart Modeling and Simulation for Complex Systems
34550,MANPU@ICDAR
34551,ICMMI
34552,QTNA
34553,IJEB
34554,ICIST
34555,NPAR
34556,MobiHealth
34557,Springer Theses
34558,IWCIM
34559,Health Monitoring and Personalized Feedback using Multimedia Data
34560,EuroGP
34561,SpringSim (ADS)
34562,FDSE
34563,SCTDCP@ASE
34564,RIoT
34565,BFAL
34566,PrAISe@ECAI
34567,SPECOM
34568,IberSPEECH
34569,CSDM Asia
34570,SWAN@ESEC/SIGSOFT FSE
34571,SafeThings@SenSys
34572,ICST Trans. e-Education e-Learning
34573,ICORES
34574,OR
34575,Dynamic Games and Applications
34576,DCAI (Special Sessions)
34577,ISPCS
34578,JSTA
34579,IT@LIA@AI*IA
34580,HMD - Praxis Wirtschaftsinform.
34581,MIPRO
34582,ISPLC
34583,ICCSW
34584,WoLLIC
34585,SASHIMI@MICCAI
34586,Smart CR
34587,Three-Dimensional Image Processing Measurement (3DIPM) and Applications
34588,WAIAH@AI*IA
34589,Machine Learning Paradigms
34590,AIH@IJCAI (Revised Selected Papers)
34591,AnSWeR@ESWC
34592,ForItAAL
34593,IJSCCPS
34594,PGW@CHI PLAY
34595,MCETECH
34596,Modellierung
34597,STPIS@CAiSE
34598,Modellierung (Workshops)
34599,ICGSE
34600,WMDD@ICMI
34601,IJGCMS
34602,Innovations in Knowledge Management
34603,Formal Concept Analysis of Social Networks
34604,FGE@CHI PLAY
34605,Int. J. Web Eng. Technol.
34606,IJKSR
34607,EUMAS
34608,AAMAS Workshops (Visionary Papers)
34609,I. J. Computer-Supported Collaborative Learning
34610,NLP+CSS@ACL
34611,CLPsych@ACL
34612,Bridging@CADE
34613,OnSt@WebSci
34614,WAT@COLING
34615,BUCC@ACL/IJCNLP
34616,Social Media for Government Services
34617,VarDial@COLING 2018
34618,Symbiotic
34619,Springer Briefs in Cybersecurity
34620,JDFSL
34621,NOF
34622,Networks
34623,EnSEmble@ESEC/SIGSOFT FSE
34624,GAS@ICSE
34625,P&D@MoDELS
34626,HuFaMo@MoDELS
34627,TRAC@COLING 2018
34628,EVALITA@CLiC-it
34629,ICARSC
34630,HIC@HT
34631,NHT@HT
34632,UKAIS
34633,WSSANLP@COLING
34634,MCPMD@ICMI
34635,GIFT@ICMI
34636,LPNMR
34637,P2DS@EuroSys
34638,EVENTS@HLP-NAACL
34639,Bx@ETAPS
34640,AutoML@PKDD/ECML
34641,IVIC
34642,RASLAN
34643,SAMI@iKNOW
34644,CLBib@ISSI
34645,ECIL
34646,BIIRRR@CHIIR
34647,SCST@CHIIR
34648,iNetSeC
34649,Funology 2nd ed.
34650,AAAI Workshop: AI and Ethics
34651,ListLang@NoDaLiDa
34652,ISIAA@ICMI
34653,eHealth 360°
34654,CVAUI/IWCF/MIPPSNA@ICPR
34655,CrowdMM@ACM Multimedia
34656,CN
34657,EUROMICRO-SEAA
34658,Simulating Social Complexity
34659,GREC
34660,Personal Assistants
34661,EnCHIReS@EICS
34662,DiscoMT@EMNLP
34663,ME@MODELS
34664,DDDSM@IJCNLP
34665,Adv. Artificial Neural Systems
34666,IJTEM
34667,IJWBC
34668,VarDial@COLING
34669,TASS@SEPLN
34670,TAFA
34671,SAFA@COMMA
34672,Advances in Intelligent Process-Aware Information Systems
34673,BIR
34674,MindCare
34675,Fish4Knowledge
34676,JCDCGG
34677,MobiSys PhDForum
34678,WISES
34679,OJWT
34680,DSW
34681,J. Community Informatics
34682,SAAIP@IJCAI
34683,ICSOFT
34684,WOSP@JCDL
34685,Handbook of Formal Methods in Human-Computer Interaction
34686,IS-EUD
34687,PEMWN
34688,FinE-R@IROS
34689,J. Language Modelling
34690,ISIP
34691,Cyber Security
34692,ICS-CSR
34693,SIN
34694,JFSMA
34695,KES-AMSTA
34696,ETVIS
34697,MWE@EACL
34698,MWE@NAACL-HLT
34699,TFC
34700,LDIC
34701,ERM4CT@ICMI
34702,Italian Natural Language Processing within the PARLI Project
34703,RJCIA
34704,SICSA ReaLX
34705,ICCBR (Workshops)
34706,ITASEC
34707,AIST (Supplement)
34708,VarDial
34709,IbPRIA
34710,Symposium on Computer Animation (Posters)
34711,Ann. Pure Appl. Logic
34712,SSBSE
34713,NAACL-HLT (Student Research Workshop)
34714,ICAISC (2)
34715,IJEIS
34716,CGVC
34717,BMSD
34718,RESACS@RE
34719,RADAR+EMISA@CAiSE
34720,BMMDS/EMMSAD
34721,MMCommons @ ACM Multimedia
34722,Evolutionary Intelligence
34723,EAIS
34724,EvoApplications (1)
34725,PARMA-DITAM@HiPEAC
34726,ECBS
34727,RCRA@AI*IA
34728,Rew. Symb. Logic
34729,AAAI Workshop: Planning for Hybrid Systems
34730,IJAEIS
34731,SIGMAP
34732,IJBIS
34733,KELVAR@VR
34734,Studies in Fuzziness and Soft Computing
34735,WADT
34736,PPSN
34737,Artificial Evolution
34738,FOGA
34739,EMO (1)
34740,Privacy and Identity Management
34741,MEMICS
34742,Decision Analysis
34743,Computability and Complexity
34744,ECSCW Doctoral Colloquium
34745,Information Polity
34746,AmI (Workshops/Posters)
34747,Challenging Problems and Solutions in Intelligent Systems
34748,Europhras
34749,C&RL
34750,RIIT
34751,VISIGRAPP (5: VISAPP)
34752,ICHSA
34753,ICAT-EGVE
34754,MPS@CCS
34755,SCAV@CPSWeek
34756,ATSIP
34757,ATMOS
34758,TPNC
34759,Advances in Aeronautical Informatics
34760,SAM@ICSE
34761,TePRA
34762,AWC
34763,Eurographics (Short Papers)
34764,EUSFLAT/IWIFSGN (2)
34765,Granular Soft and Fuzzy Approaches for Intelligent Systems
34766,IPMU (1)
34767,EJIS
34768,IJKEDM
34769,SSW
34770,Natural Language Dialog Systems and Intelligent Assistants
34771,Int. J. Comput. Linguistics Appl.
34772,AGERE!@SPLASH
34773,TAL
34774,Why Engagement Matters
34775,BSNLP@EACL
34776,Adv. Operations Research
34777,NeSy@HLAI
34778,New Era for Robust Speech Recognition Exploiting Deep Learning
34779,CMCL@NAACL-HLT
34780,Computational Music Analysis
34781,KaRS@RecSys
34782,BNCAI
34783,CMN
34784,IJAC
34785,CIST
34786,ENLG
34787,LTC
34788,NODALIDA
34789,iJES
34790,LOPSTR
34791,WILF
34792,DHN
34793,WOCCI
34794,IJAPR
34795,IWAAL
34796,JDMDH
34797,DLfm
34798,J. Comp. Assisted Learning
34799,Big Data Technologies and Applications
34800,ASAR
34801,PETMEI@ETRA
34802,ICPRAM (Revised Selected Papers)
34803,MOCR@ICDAR
34804,HDI@ICDAR
34805,INFOS
34806,ICT4AgeingWell
34807,HPGDMP@SC
34808,Intelligent Assistive Robots
34809,AMBN
34810,ACG
34811,CGW@IJCAI
34812,LSDSem@EMNLP
34813,OSS4MDE@MoDELS
34814,STAF Projects Showcase
34815,JIT
34816,AAAI Fall Symposium: ALEC
34817,HyTra@ACL
34818,MuSRobS@IROS
34819,Theory in Biosciences
34820,IJSHC
34821,IWCIA
34822,WAHC@CCS
34823,IJCCI (ECTA)
34824,SAB
34825,MICI@CHI
34826,ITAP
34827,Smart Micro-Grid Systems Security and Privacy
34828,IJEH
34829,ABP
34830,FedCSIS Communication Papers
34831,ICCBDC
34832,BrainLes@MICCAI
34833,CyberICPS@ESORICS
34834,SIGUCCS
34835,T4E
34836,Wirtschaftsinformatik & Management
34837,CSE
34838,ICAHGCA@AAMAS
34839,Multimedia Tools and Applications for Environmental & Biodiversity Informatics
34840,MFSec@ICMR
34841,Drift-a-LOD@EKAW
34842,MARMI@ICMR
34843,IJEHMC
34844,EMR@ICMR
34845,VRIC
34846,DiGRA Conference
34847,WSICC@TVX
34848,Smart Health
34849,IJQAETE
34850,SQAMIA
34851,IJHCITP
34852,ICCCI (2)
34853,AMTA (1)
34854,MLIS@ICML
34855,GPTP
34856,Cognitive Intelligence and Robotics
34857,CyberICPS/SECPRE@ESORICS
34858,Cryptology and Information Security Series
34859,ANTS
34860,VL@ACL
34861,ITiCSE (Companion)
34862,URANIA@AI*IA
34863,Companion Technology
34864,ISCT
34865,BMDID@ISWC
34866,QI
34867,HIC
34868,IJOM
34869,SCCG
34870,MSCC@MobiHoc
34871,EAI Endorsed Trans. Cloud Systems
34872,FETLT
34873,Disaster Robotics
34874,CASM
34875,Nature-Inspired Computation in Engineering
34876,EEWC
34877,ABZ
34878,SBAC-PAD Workshops
34879,SCCC
34880,SIGGRAPH ASIA (Courses)
34881,Mixed Reality and Gamification for Cultural Heritage
34882,Context Aware Human-Robot and Human-Agent Interaction
34883,Human-Computer Interaction Series
34884,SIGGRAPH Asia Courses
34885,DDGD@MindTrek
34886,FedCSIS Position Papers
34887,ICMT
34888,MATES
34889,IJAOSE
34890,RNDM
34891,IFIP AI
34892,FDM
34893,Cloud-Based Benchmarking of Medical Image Analysis
34894,VISCERAL Challenge@ISBI
34895,EMOOCs
34896,UCAmI
34897,AmILP@ECAI
34898,Adaptive computation and machine learning
34899,MISSI
34900,Recent Advances in Swarm Intelligence and Evolutionary Computation
34901,IJVCSN
34902,SSST@NAACL-HLT
34903,Nemesis/UrbReas/SoGood/IWAISe/GDM@PKDD/ECML
34904,CICM
34905,CICM Workshops
34906,MCIS
34907,COMHUM
34908,CyberParks
34909,IAL@PKDD/ECML
34910,BCIforReal@IUI
34911,PsychNology Journal
34912,BPM (Industry Track)
34913,IWCS(1)
34914,SwSTE
34915,CD-ARES
34916,DICE-FOPARA@ETAPS
34917,Notre Dame Journal of Formal Logic
34918,MWE@ACL
34919,DKB/KIK@KI
34920,CSII
34921,HCSE
34922,ICSA Workshops
34923,FM4M/MathUI/ThEdu/DP/WIP@CIKM
34924,ECCE
34925,CNL
34926,OASC
34927,LSC@ICMR
34928,Ethical Reasoning in Big Data
34929,IICAIET
34930,SIGGRAPH ASIA (Posters)
34931,POCUS/BIVPCS/CuRIOUS/CPM@MICCAI
34932,CVIP (1)
34933,Axioms
34934,J. Philosophical Logic
34935,VISIGRAPP (3: VISAPP)
34936,DMLE/IOTSTREAMING@PKDD/ECML
34937,IWESEP
34938,IWESEP@SANER
34939,RV-CuBES
34940,PRIME@MICCAI
34941,IBERAMIA
34942,BSNLP@RANLP
34943,IJHAC
34944,APSITT
34945,AIRO@AI*IA
34946,DCPD@CHItaly
34947,NFMCP@PKDD/ECML
34948,SLMI@ICMI
34949,PECCS
34950,CITI
34951,J. Cases on Inf. Techn.
34952,ICTCS
34953,GandALF
34954,ICTCS/CILC
34955,Electr. Notes Theor. Comput. Sci.
34956,ISIVC
34957,CPCR+ITWP@IJCAI
34958,Advanced Research in Data Privacy
34959,KnowProS@IJCAI
34960,MESOCA
34961,OR 2.0/CARE/CLIP/ISIC@MICCAI
34962,ICCASA/ICTCC
34963,WOA
34964,SOLI
34965,ICSE (NIER)
34966,SST@ICSE
34967,RePa@RE
34968,NIK
34969,SciSec
34970,ML4CPS
34971,FMT
34972,Ershov Informatics Conference
34973,WAT
34974,HPCSE
34975,SPRO@CCS
34976,CNIA+RJCIA
34977,FCA&A@ICFCA
34978,Handbook of Computational Intelligence
34979,VCBM
34980,AL@iKNOW
34981,Springer Briefs in Intelligent Systems
34982,Computers in Entertainment
34983,ICCSA (Short Papers/poster papers/PhD student showcase works)
34984,Inf. & Comput. Security
34985,ICARA
34986,AAAI Workshop: Learning for General Competency in Video Games
34987,Probl. Inf. Transm.
34988,SIGSAND/PLAIS
34989,YSIP
34990,ICTA
34991,ABMUS@AAMAS
34992,MABS
34993,CIAA
34994,CSED@ICSE
34995,Journal of Research and Practice in Information Technology
34996,WBDB
34997,SEiA
34998,RITT
34999,ICETET
35000,AAAI Workshop: Incentives and Trust in Electronic Communities
35001,CPSS@ASIACSS
35002,IESS
35003,FGCN
35004,NSysS (2)
35005,Guide to Vulnerability Analysis for Computer Networks and Systems
35006,CyCon U.S.
35007,PLEASE@ICSE
35008,SpringSim (ANSS)
35009,Engineering Adaptive Software Systems
35010,IJSSE
35011,MoDRE
35012,CBDAR@ICDAR
35013,IJSODIT
35014,Lecture Notes in Educational Technology
35015,ICTSS
35016,Handbook of Deep Learning Applications
35017,IPEC
35018,DChanges@DocEng
35019,SHCIS@DAIS
35020,DATESO
35021,APMS (1)
35022,CIIA
35023,QUATIC
35024,VikingPLoP
35025,AIAI (Workshops)
35026,WITFOR
35027,IC2IT
35028,Fouille de Données Complexes
35029,TIA
35030,EMCIS
35031,ICETE (1)
35032,AGILE
35033,EG
35034,AlCoB
35035,ANTS Conference
35036,SAOA@JAIIO
35037,IJDSST
35038,A2HC@AAMAS/A-HEALTH@PAAMS
35039,AWICT
35040,IAIT
35041,HCVS
35042,HCVS@ETAPS
35043,Correct Software in Web Applications and Web Services
35044,SW4SHD@ESWC
35045,RITA
35046,ECAL
35047,IMPEX/FM&MDD
35048,MICAI (Special Sessions)
35049,DoCEIS
35050,EATIS
35051,CORES
35052,SEEM@ICSE
35053,IJSITA
35054,IJATS
35055,IJSKD
35056,GHItaly@AVI
35057,CoPDA@AVI
35058,HWID
35059,INTERACT Workshops
35060,SERVE@AVI
35061,CoPDA@NordiCHI
35062,ITHET
35063,HealthyIoT
35064,VVH@AVI
35065,IUKM
35066,AHS
35067,ICAISC
35068,ICGEC
35069,MCSS
35070,Human Centered Software Product Lines
35071,ModComp@MoDELS
35072,Computer Science (AGH)
35073,SAGEO
35074,ICAASE
35075,NAFIPS
35076,WLP / WFLP
35077,PAIS
35078,ICSOFT (Selected Papers)
35079,OJSW
35080,Advances in Feature Selection for Data and Pattern Recognition
35081,Feature Selection for Data and Pattern Recognition
35082,Genetic Programming and Evolvable Machines
35083,Attribute-based Credentials for Trust
35084,VIPERC@IRCDL
35085,IJEBM
35086,SMARTGREENS/VEHITS (Selected Papers)
35087,LPKM
35088,CSOC (1)
35089,CSOC (2)
35090,New Trends in Intelligent Information and Database Systems
35091,MENACOMM
35092,SERA (selected papers)
35093,IJMNO
35094,AVI*CH
35095,XP
35096,CSD@ICSE
35097,DeSE
35098,LION
35099,RNDM@WMNC
35100,EC-TEL (Doctoral Consortium)
35101,CrossMMLA@LAK
35102,VISLA@LAK
35103,Machine Learning for Health Informatics
35104,Configuration Workshop
35105,mobileCH@Mobile HCI
35106,IS Management
35107,AI*AAL@AI*IA
35108,ESSEM@AAMAS
35109,DC@AI*IA
35110,WINCOM
35111,Next Frontier in Agent-Based Complex Automated Negotiation
35112,SEEDA-CECNSM
35113,IJBPSCM
35114,ICT4AWE
35115,ICT4AgeingWell (Selected Papers)
35116,GenderIT
35117,IPCC
35118,IJIEI
35119,BSB
35120,EMO (2)
35121,DeLFI WOrkshops
35122,Classes of Directed Graphs
35123,IJITCC
35124,Intelligent Techniques in Engineering Management
35125,ICTCC
35126,AInF@IJCAI
35127,CSNet
35128,Lecture Notes in Geoinformation and Cartography
35129,Int. J. Serious Games
35130,CARE/MFSC@AAMAS
