author_id, first_publication_year, number_of_publications, number_of_first_author_publications, number_of_coauthors, affiliation 
1586, 1996, 170, 30, 610, University of Toronto Canada
1587, 2003, 321, 49, 1527, Tsinghua University Department of Computer Science and Technology Beijing China
1588, 2007, 34, 13, 190, IBM
1589, 2000, 132, 12, 595, Hong Kong University of Science and Technology Department of Computer Science and Engineering Hong Kong
1590, 2003, 460, 28, 2293, Tsinghua University School of Software / TNList Beijing China
1591, 1988, 140, 8, 491, 
1592, 1993, 485, 153, 2222, 
1593, 2004, 105, 39, 396, 
1594, 1991, 121, 20, 623, 
1595, 2003, 11, 5, 40, 
1596, 2003, 32, 9, 82, 
1597, 2004, 17, 14, 51, University of Hannover L3S Research Center Germany
1598, 2007, 90, 21, 336, Universidad de Chile
1599, 2006, 62, 18, 261, Vienna University of Economics and Business Austria
1600, 2004, 94, 40, 431, 
1601, 1993, 800, 277, 3568, 
1602, 2002, 108, 34, 399, 
1603, 2004, 52, 7, 286, 
1604, 1997, 151, 19, 716, Virginia Tech Blacksburg VA USA
1605, 2006, 23, 13, 66, 
1606, 1995, 230, 38, 652, Slovak University of Technology in Bratislava
1607, 2007, 5, 3, 18, 
1608, 2006, 72, 21, 190, 
1609, 2007, 6, 0, 22, 
1610, 2006, 12, 0, 53, 
1611, 1999, 57, 21, 274, 
1612, 2006, 9, 9, 33, 
1613, 1989, 77, 36, 250, University of Toronto Canada
1614, 2001, 25, 5, 88, 
1615, 1999, 82, 26, 287, University of Alberta Edmonton Canada
1616, 2000, 167, 17, 700, 
1617, 2005, 18, 6, 89, 
1618, 2005, 198, 50, 881, Tsinghua University Department of Computer Science TNList Beijing China
1619, 2007, 13, 4, 51, 
1620, 2001, 50, 16, 194, 
1621, 1992, 132, 15, 589, 
1622, 1991, 243, 36, 961, The Ohio State University
1623, 1989, 443, 143, 1912, 
1624, 2004, 146, 28, 762, 
1625, 2003, 24, 11, 73, Microsoft Research
1626, 2000, 44, 18, 188, Microsoft Research
1627, 2001, 63, 3, 228, 
1628, 1983, 235, 161, 909, Data Insights Laboratories San Jose CA USA
1629, 2003, 23, 9, 113, 
1630, 2004, 18, 8, 102, 
1631, 2008, 16, 4, 87, 
1632, 2002, 47, 9, 233, 
1633, 2006, 19, 11, 80, 
1634, 1995, 127, 16, 569, 
1635, 2004, 21, 9, 83, 
1636, 2003, 216, 44, 998, Zhejiang University China
1637, 2005, 19, 8, 99, University of Illinois at Urbana-Champaign Department of Computer Science IL USA
1638, 2005, 76, 21, 212, 
1639, 1999, 193, 70, 735, 
1640, 1990, 345, 31, 1256, University of Illinois USA
1641, 2006, 52, 7, 231, 
1642, 2001, 119, 11, 529, The University of New South Wales School of Computer Science and Engineering Australia
1643, 1989, 338, 43, 1458, 
1644, 1993, 469, 34, 1887, Chinese University of Hong Kong Hong Kong
1645, 2002, 141, 9, 603, 
1646, 2001, 80, 27, 333, Baidu Inc. Institute of Deep Learning Beijing China
1647, 1987, 289, 19, 896, 
1648, 1987, 240, 186, 623, Weizmann Institute of Science Israel
1649, 2000, 223, 25, 892, Google Research New York City USA
1650, 2005, 39, 6, 127, Stanford University USA
1651, 2000, 115, 2, 413, 
1652, 2001, 100, 26, 327, Northwestern University Evanston Department of Electrical Engineering and Computer Science
1653, 2004, 59, 13, 181, 
1654, 2003, 50, 34, 160, Carnegie Mellon University Pittsburgh USA
1655, 1988, 278, 25, 767, Technion - Israel Institute of Technology Haifa Israel
1656, 2001, 110, 16, 526, Carnegie Mellon University Pittsburgh USA
1657, 2002, 78, 35, 220, 
1658, 2000, 52, 15, 210, 
1659, 2001, 55, 15, 247, 
1660, 2002, 70, 30, 257, 
1661, 2004, 26, 12, 106, 
1662, 1993, 398, 77, 1467, Georgia Institute of Technology Atlanta USA
1663, 2006, 8, 3, 36, 
1664, 2008, 36, 17, 172, Lehigh University Bethlehem PA USA
1665, 2007, 102, 19, 501, Microsoft Research Asia Beijing China
1666, 2002, 246, 16, 1185, Microsoft Research Asia Beijing China
1667, 1999, 16, 12, 43, 
1668, 1990, 48, 4, 165, Yahoo!
1669, 2006, 20, 5, 83, 
1670, 1988, 203, 52, 714, 
1671, 2000, 68, 21, 318, 
1672, 1997, 84, 6, 399, University of Utah Salt Lake City Utah USA
1673, 2004, 18, 8, 74, 
1674, 2005, 23, 13, 111, 
1675, 1999, 152, 28, 527, 
1676, 2002, 36, 13, 122, 
1677, 1998, 58, 26, 214, Yahoo Research
1678, 1996, 116, 68, 339, 
1679, 1998, 41, 17, 228, 
1680, 2001, 47, 17, 168, 
1681, 1982, 123, 8, 517, Federal University of Minas Gerais Belo Horizonte Brazil
1682, 1991, 156, 52, 703, 
1683, 2001, 29, 2, 139, 
1684, 2007, 7, 0, 40, 
1685, 2004, 75, 40, 294, 
1686, 1994, 96, 14, 453, 
1687, 1998, 108, 12, 312, Texas A&M University College Station Texas USA
1688, 2003, 62, 16, 292, 
1689, 2005, 21, 6, 110, Microsoft Research
1690, 1995, 94, 24, 343, 
1691, 2003, 37, 22, 231, 
1692, 2004, 11, 8, 37, 
1693, 2007, 134, 34, 686, 
1694, 2008, 19, 7, 72, 
1695, 1998, 126, 30, 415, Emory University Atlanta GA USA
1696, 2007, 4, 2, 16, 
1697, 2000, 54, 12, 140, University of California Santa Cruz
1698, 2003, 164, 19, 754, 
1699, 2004, 50, 16, 141, Concordia University Montreal Canada
1700, 2004, 20, 13, 64, 
1701, 2001, 28, 13, 107, 
1702, 1989, 51, 6, 227, 
1703, 2004, 31, 18, 114, 
1704, 2001, 130, 47, 578, 
1705, 1995, 49, 19, 192, Microsoft Research Asia Beijing China
1706, 2005, 9, 1, 39, 
1707, 2001, 48, 32, 179, 
1708, 1992, 102, 33, 359, 
1709, 1995, 384, 57, 1589, University of Koblenz-Landau Germany
1710, 1995, 154, 30, 579, University of Zurich Switzerland
1711, 2005, 15, 7, 50, 
1712, 2005, 39, 11, 170, 
1713, 1987, 356, 44, 1215, University of Maryland College Park USA
1714, 2001, 64, 20, 188, University of Düsseldorf Germany
1715, 2006, 68, 19, 267, Karlsruhe Institute of Technology Germany
1716, 2004, 19, 8, 90, Google Research Mountain View CA USA
1717, 2006, 56, 19, 201, 
1718, 2006, 67, 12, 297, 
1719, 2008, 23, 12, 80, 
1720, 2003, 41, 15, 188, Ohio State University
1721, 2008, 8, 0, 42, 
1722, 2002, 113, 38, 458, 
1723, 1997, 133, 19, 499, Arizona State University Tempe Arizona USA
1724, 2003, 191, 22, 708, University of California Berkeley Department of Statistics
1725, 2006, 11, 7, 45, 
1726, 1998, 253, 41, 1063, Google
1727, 1997, 133, 14, 590, 
1728, 2007, 66, 38, 300, 
1729, 1987, 156, 66, 637, 
1730, 2007, 26, 8, 141, University of Washington Seattle Washington USA
1731, 2006, 20, 4, 111, 
1732, 1976, 119, 5, 469, University of Washington Seattle Washington USA
1733, 1991, 245, 35, 891, 
1734, 2001, 46, 8, 210, 
1735, 1997, 46, 19, 244, 
1736, 1990, 111, 33, 447, Nokia Research Center Beijing China
1737, 1998, 76, 21, 297, 
1738, 2001, 171, 44, 592, 
1739, 1989, 456, 47, 1943, University of Stuttgart Germany
1740, 2005, 55, 13, 270, 
1741, 1995, 633, 80, 2664, TU Wien Vienna Austria
1742, 1994, 18, 13, 68, 
1743, 2007, 24, 17, 72, 
1744, 1997, 131, 37, 472, Hasselt University Diepenbeek Belgium
1745, 2002, 81, 7, 332, Université libre de Bruxelles Belgium
1746, 2001, 52, 22, 219, 
1747, 2006, 10, 2, 49, 
1748, 1991, 81, 35, 243, New Jersey Institute of Technology Newark USA
1749, 1997, 76, 15, 420, 
1750, 1984, 315, 39, 1237, Swinburne University of Technology Melbourne School of School of Software and Electrical Engineering
1751, 2008, 5, 3, 18, 
1752, 2002, 84, 7, 371, Hong Kong Baptist University Hong Kong
1753, 1994, 218, 13, 731, Nanyang Technological University Singapore
1754, 2006, 11, 6, 43, 
1755, 1988, 391, 32, 1441, 
1756, 1998, 62, 18, 193, 
1757, 2005, 16, 5, 74, 
1758, 2005, 26, 13, 136, 
1759, 1990, 171, 44, 878, 
1760, 2005, 34, 1, 181, 
1761, 2000, 85, 17, 423, IBM Research India
1762, 2002, 9, 1, 36, 
1763, 1993, 70, 26, 292, Georgia Institute of Technology Atlanta USA
1764, 2003, 15, 6, 58, 
1765, 1998, 616, 179, 2781, 
1766, 1994, 84, 4, 294, 
1767, 2005, 33, 22, 122, 
1768, 2002, 10, 0, 33, 
1769, 2002, 53, 18, 249, IBM Research-India New Delhi India
1770, 1999, 91, 6, 456, 
1771, 2007, 32, 17, 149, 
1772, 1996, 56, 14, 294, 
1773, 2006, 21, 7, 111, 
1774, 1992, 64, 38, 266, 
1775, 2004, 13, 3, 54, The University of Queensland
1776, 1994, 290, 33, 1197, City University of Hong Kong Department of Computer Science Hong Kong
1777, 1986, 162, 65, 514, Wright State University Fairborn Ohio USA
1778, 2003, 225, 75, 943, 
1779, 2002, 401, 50, 1545, Hong Kong University of Science and Technology Department of Computer Science and Engineering Hong Kong
1780, 1980, 428, 42, 1590, University of Macau China
1781, 2005, 13, 3, 60, 
1782, 1991, 370, 50, 1750, 
1783, 2003, 283, 79, 1299, 
1784, 1999, 194, 6, 861, 
1785, 1996, 224, 46, 982, Lenovo Group
1786, 1998, 236, 1, 1084, Tsinghua University Beijing China
1787, 1996, 207, 3, 1014, 
1788, 2004, 294, 7, 1434, 
1789, 1989, 141, 88, 384, Bar-Ilan University Ramat Gan Israel
1790, 2005, 30, 10, 136, 
1791, 2005, 26, 3, 129, 
1792, 1994, 30, 25, 63, 
1793, 1988, 46, 0, 193, 
1794, 1997, 145, 25, 574, Tsinghua University Beijing China
1795, 1999, 150, 5, 562, 
1796, 2001, 212, 13, 913, 
1797, 1998, 26, 8, 84, 
1798, 2008, 4, 1, 19, 
1799, 2003, 82, 17, 360, 
1800, 2008, 135, 13, 625, Tsinghua University Beijing China
1801, 1995, 231, 14, 941, 
1802, 2008, 10, 9, 35, 
1803, 2003, 63, 29, 286, 
1804, 2000, 128, 8, 614, 
1805, 2008, 9, 8, 37, 
1806, 2008, 3, 0, 16, 
1807, 1993, 135, 24, 626, 
1808, 1984, 204, 14, 676, National Taiwan University Taipei Taiwan
1809, 1999, 195, 80, 897, 
1810, 2006, 106, 19, 625, Soochow University School of Computer Science and Technology Suzhou China
1811, 2006, 37, 10, 201, 
1812, 2002, 19, 18, 58, 
1813, 2005, 198, 27, 679, Qatar Computing Research Institute Doha
1814, 2007, 5, 2, 16, 
1815, 2006, 4, 1, 16, Peking University Beijing China
1816, 2007, 4, 1, 18, 
1817, 2004, 54, 7, 204, Peking University Department of Machine Intelligence Beijing China
1818, 1996, 151, 24, 646, 
1819, 2004, 119, 12, 442, Télécom ParisTech
1820, 2005, 62, 22, 268, Norwegian University of Science and Technology Norway
1821, 2001, 25, 1, 98, 
1822, 2006, 40, 24, 164, 
1823, 2002, 152, 18, 603, Pennsylvania State University University Park USA
1824, 1997, 317, 26, 1425, Zhejiang University College of Computer Science and Technology Hangzhou China
1825, 1995, 62, 12, 411, 
1826, 2003, 162, 33, 788, 
1827, 2003, 46, 22, 191, 
1828, 1996, 111, 39, 498, 
1829, 2006, 11, 4, 70, 
1830, 1998, 32, 9, 111, 
1831, 2007, 17, 1, 71, 
1832, 2006, 10, 7, 24, 
1833, 2002, 46, 17, 237, NEC Laboratories America Princeton NJ USA
1834, 2000, 122, 12, 604, 
1835, 2001, 109, 31, 532, 
1836, 2002, 27, 6, 96, 
1837, 2003, 10, 4, 41, Laboratoire PRiSM Versailles University
1838, 1976, 129, 61, 373, 
1839, 2000, 21, 3, 85, 
1840, 1999, 50, 10, 203, 
1841, 2000, 127, 55, 537, 
1842, 2001, 94, 18, 432, 
1843, 2001, 195, 14, 1002, Zhejiang University Database Laboratory China
1844, 2006, 7, 2, 35, Zhejiang University College of Computer Science and Technology Hangzhou China
1845, 2005, 22, 3, 107, 
1846, 2006, 37, 8, 157, 
1847, 2003, 30, 6, 142, 
1848, 1988, 184, 42, 719, 
1849, 2003, 124, 34, 523, 
1850, 2008, 131, 28, 622, 
1851, 2001, 154, 25, 703, Peking University Beijing China
1852, 2002, 176, 24, 762, Nanyang Technological University Singapore
1853, 2005, 29, 7, 150, 
1854, 2004, 64, 4, 370, Zhejiang University College of Computer Science Zhejiang Provincial Key Laboratory of Service Robot Hangzhou China
1855, 2000, 15, 7, 68, 
1856, 2003, 40, 25, 158, 
1857, 2007, 7, 3, 19, 
1858, 2008, 18, 17, 51, 
1859, 2000, 31, 11, 148, 
1860, 1998, 237, 19, 1083, Pennsylvania State University College of Information Sciences and Technology University Park PA USA
1861, 2006, 63, 21, 290, LIRS Lyon France
1862, 1996, 189, 18, 825, LIRS Lyon France
1863, 1981, 75, 33, 260, University of Illinois at Chicago USA
1864, 1983, 127, 16, 459, New York University USA
1865, 2006, 10, 3, 48, 
1866, 2005, 78, 55, 348, XING AG
1867, 1998, 75, 19, 297, University of Hanover Germany
1868, 2006, 42, 2, 187, 
1869, 2005, 4, 2, 16, 
1870, 2008, 5, 0, 24, 
1871, 2008, 20, 5, 64, 
1872, 2006, 176, 36, 741, 
1873, 1973, 222, 56, 688, University of Washington Seattle Washington USA
1874, 1994, 90, 35, 365, 
1875, 2004, 143, 27, 521, Texas A&M University
1876, 1995, 32, 9, 104, 
1877, 2004, 12, 2, 50, 
1878, 2008, 13, 8, 44, Upwork
1879, 1995, 53, 22, 166, 
1880, 1978, 457, 71, 1542, Stanford University USA
1881, 2005, 30, 9, 119, 
1882, 2001, 74, 21, 322, Middle East Technical University (METU) Ankara Turkey
1883, 1988, 137, 31, 434, Bilkent University Ankara Turkey
1884, 2008, 15, 2, 64, 
1885, 2008, 13, 7, 71, 
1886, 1999, 45, 15, 160, 
1887, 2006, 11, 11, 34, Stanford University USA
1888, 1988, 220, 47, 1150, Rensselaer Polytechnic Institute Troy NY USA
1889, 1997, 90, 17, 411, 
1890, 2003, 180, 27, 901, Huawei Research America
1891, 2001, 24, 13, 110, 
1892, 2002, 48, 7, 247, 
1893, 2005, 17, 1, 83, 
1894, 2003, 25, 7, 100, 
1895, 2002, 97, 16, 428, 
1896, 2007, 12, 12, 34, 
1897, 1984, 252, 63, 818, University of British Columbia Department of Computer Science
1898, 2003, 109, 32, 534, Zhejiang University
1899, 2005, 90, 10, 429, Zhejiang University College of Computer Science amp; Technology CCNT China
1900, 2006, 13, 4, 61, 
1901, 2001, 274, 26, 1755, 
1902, 2006, 69, 23, 272, 
1903, 2002, 11, 6, 40, 
1904, 1992, 376, 38, 1316, University of Illinois USA
1905, 1965, 1009, 36, 3987, University of Illinois at Urbana-Champaign Beckman Institute
1906, 1999, 183, 56, 755, 
1907, 1999, 201, 12, 915, Tsinghua University Beijing China
1908, 1997, 85, 14, 317, 
1909, 1981, 194, 27, 652, 
1910, 1997, 103, 41, 377, 
1911, 1989, 98, 30, 285, 
1912, 2008, 35, 14, 147, 
1913, 2008, 7, 4, 23, 
1914, 1999, 93, 37, 471, 
1915, 1999, 134, 37, 420, 
1916, 1991, 37, 19, 122, 
1917, 2006, 24, 7, 74, 
1918, 2008, 4, 2, 10, IIT Bombay India
1919, 2008, 5, 2, 17, 
1920, 2000, 87, 16, 334, 
1921, 2002, 45, 12, 162, Shandong University School of Computer Science and Technology (Data Mining) Jinan China
1922, 1987, 47, 18, 163, 
1923, 1997, 302, 54, 1337, University of Tartu Estonia
1924, 2001, 374, 12, 1803, 
1925, 1996, 353, 81, 1712, 
1926, 2001, 136, 40, 574, 
1927, 2001, 56, 5, 306, 
1928, 2008, 31, 4, 181, 
1929, 1996, 33, 10, 112, Microsoft Research
1930, 1997, 146, 43, 513, Microsoft Research
1931, 2004, 201, 2, 861, 
1932, 2005, 183, 0, 871, Chinese Academy of Sciences Institute of Information Engineering Beijing China
1933, 1992, 55, 6, 270, 
1934, 2001, 133, 10, 676, 
1935, 2003, 160, 28, 714, 
1936, 1994, 41, 10, 152, 
1937, 1996, 93, 43, 264, 
1938, 1998, 114, 26, 495, Yahoo Research
1939, 1989, 39, 8, 146, 
1940, 1991, 192, 46, 705, 
1941, 1997, 317, 62, 1302, University of Oldenburg Department of Computing Science
1942, 1998, 110, 42, 392, MODUL University Vienna Austria
1943, 2001, 337, 45, 1535, Macquarie University Sydney Australia
1944, 2001, 42, 20, 199, 
1945, 2003, 122, 37, 445, University of Mannheim School of Business Informatics and Mathematics
1946, 1989, 67, 20, 337, Microsoft Research Redmond WA USA
1947, 1984, 130, 20, 490, 
1948, 2001, 115, 30, 438, Aalborg University Denmark
1949, 2001, 64, 13, 250, Google Inc. Zurich
1950, 1999, 136, 35, 601, Indiana University School of Library and Information Science Bloomington IN USA
1951, 1989, 83, 11, 317, 
1952, 1999, 74, 31, 294, 
1953, 2000, 55, 10, 239, 
1954, 1993, 27, 11, 97, Microsoft Research
1955, 2003, 44, 13, 168, 
1956, 2005, 8, 0, 33, 
1957, 2005, 36, 16, 110, 
1958, 1989, 235, 90, 725, University of Vienna Faculty of Computer Science
1959, 2009, 17, 14, 64, 
1960, 2008, 19, 10, 87, Georgia Institute of Technology Atlanta GA USA
1961, 2003, 39, 20, 139, 
1962, 1996, 232, 54, 886, Arizona State University Tempe Arizona USA
1963, 1989, 73, 23, 295, 
1964, 2008, 60, 15, 297, 
1965, 1999, 154, 35, 753, Tencent Medical AI Lab Palo Alto CA USA
1966, 1986, 182, 74, 641, 
1967, 1996, 70, 8, 317, 
1968, 2005, 208, 38, 791, Tsinghua University State Key Laboratory of Intelligent Technology and Systems TNList Beijing China
1969, 1983, 166, 13, 665, Tsinghua University Department of Computer Science and Technology State Key Laboratory of Intelligent Technology and Systems TNList Beijing China
1970, 2004, 10, 5, 38, 
1971, 1996, 58, 14, 208, Amazon Inc. Berlin
1972, 1997, 107, 19, 508, Microsoft Research
1973, 2002, 79, 27, 293, 
1974, 1994, 82, 33, 271, Microsoft Research
1975, 2009, 67, 19, 251, 
1976, 2006, 13, 3, 59, 
1977, 1993, 104, 16, 273, Cornell University Ithaca USA
1978, 1987, 237, 135, 842, Microsoft
1979, 1995, 47, 15, 168, Microsoft Research
1980, 2001, 44, 15, 166, 
1981, 1992, 89, 19, 281, Middle East Technical University
1982, 2005, 23, 8, 78, 
1983, 2004, 56, 14, 261, 
1984, 1994, 45, 10, 161, 
1985, 2008, 30, 6, 157, 
1986, 2003, 34, 15, 151, 
1987, 2000, 375, 59, 1594, Simon Fraser University Burnaby Canada
1988, 1999, 316, 13, 1642, 
1989, 2008, 11, 5, 50, 
1990, 1998, 389, 34, 1778, 
1991, 1995, 71, 34, 262, 
1992, 2004, 26, 8, 99, 
1993, 1998, 194, 79, 634, Stanford University USA
1994, 1999, 125, 9, 426, Duke University Durham USA
1995, 2004, 16, 5, 55, 
1996, 2001, 48, 2, 178, 
1997, 2003, 87, 15, 359, University of Melbourne School of Computing and Information Systems Australia
1998, 2002, 105, 6, 407, Stanford University USA
1999, 2001, 46, 14, 191, 
2000, 2008, 19, 1, 109, Microsoft Research Asia Beijing China
2001, 1993, 199, 79, 944, 
2002, 2007, 15, 7, 65, 
2003, 2002, 36, 1, 203, 
2004, 1999, 99, 9, 620, AT&T Inc
2005, 2007, 96, 47, 349, 
2006, 2008, 21, 0, 118, 
2007, 2009, 35, 16, 163, Columbia University Department of Electrical Engineering New York NY USA
2008, 2001, 323, 38, 1425, 
2009, 2005, 78, 11, 378, 
2010, 2005, 267, 44, 1389, Hefei University of Technology China
2011, 1993, 398, 22, 1580, Microsoft Research
2012, 1998, 203, 64, 885, 
2013, 2003, 282, 1, 1198, 
2014, 2007, 11, 2, 53, University of California Irvine
2015, 1998, 109, 24, 437, University of California Irvine CA USA
2016, 1996, 77, 23, 267, University at Buffalo USA
2017, 2007, 27, 6, 106, 
2018, 2004, 69, 18, 296, 
2019, 1999, 109, 16, 464, 
2020, 2000, 43, 8, 191, New York University Department of Computer Science NY USA
2021, 1984, 153, 94, 558, 
2022, 2007, 65, 54, 233, 
2023, 2005, 3, 1, 8, 
2024, 1976, 64, 10, 176, Hong Kong University of Science and Technology
2025, 2004, 20, 13, 59, 
2026, 2002, 22, 7, 85, 
2027, 1994, 10, 3, 33, 
2028, 2001, 24, 10, 98, 
2029, 1998, 30, 19, 110, Microsoft Research
2030, 1997, 48, 19, 181, Microsoft Research
2031, 1999, 51, 10, 178, Microsoft Research
2032, 2008, 4, 0, 26, 
2033, 1997, 87, 18, 405, Google Research Mountain View CA USA
2034, 2004, 64, 29, 215, Google
2035, 2007, 7, 0, 40, 
2036, 1999, 13, 3, 85, 
2037, 2003, 175, 54, 625, Pennsylvania State University College of Information Sciences and Technology State College PA USA
2038, 2005, 79, 22, 233, 
2039, 2006, 15, 9, 46, 
2040, 1995, 249, 29, 914, University of California Santa Cruz Department of Computer Science CA USA
2041, 2002, 92, 14, 374, 
2042, 2004, 22, 7, 97, 
2043, 1995, 196, 16, 903, Swiss Federal Institute of Technology in Lausanne Switzerland
2044, 2003, 55, 25, 228, 
2045, 2002, 155, 29, 708, University of Fribourg Switzerland
2046, 2007, 22, 11, 156, 
2047, 2006, 48, 18, 171, Stony Brook University NY USA
2048, 2004, 23, 10, 89, 
2049, 2003, 165, 57, 650, National University of Ireland Galway Ireland
2050, 1994, 125, 12, 484, University of Zaragoza Spain
2051, 2005, 307, 45, 1354, TIB Leibniz Information Center for Science & Technology Germany
2052, 2007, 193, 21, 962, University of Bonn Institute for Computer Science Germany
2053, 2008, 83, 16, 428, 
2054, 2004, 34, 3, 124, 
2055, 2005, 14, 6, 56, 
2056, 2006, 67, 14, 353, 
2057, 1992, 173, 22, 752, Indiana University Bloomington IN USA
2058, 2007, 26, 10, 131, University of Kassel Germany
2059, 2000, 191, 23, 912, University of Würzburg Germany
2060, 1994, 187, 27, 764, University of Kassel Germany
2061, 2007, 9, 5, 45, 
2062, 2002, 19, 7, 74, 
2063, 2004, 12, 5, 53, 
2064, 2006, 31, 13, 157, Macalester College St. Paul MN USA
2065, 1986, 153, 17, 573, University of Minnesota USA
2066, 1994, 646, 236, 2764, 
2067, 2001, 89, 40, 372, 
2068, 2002, 12, 7, 54, 
2069, 2004, 29, 13, 166, 
2070, 2003, 27, 2, 84, Microsoft Research
2071, 2002, 47, 16, 210, 
2072, 1998, 74, 19, 224, 
2073, 2004, 74, 17, 331, 
2074, 2003, 83, 11, 448, 
2075, 2000, 141, 11, 669, Max Planck Institute for Software Systems
2076, 1997, 170, 116, 562, University of Konstanz Germany
2077, 2007, 71, 33, 212, University of Koblenz-Landau Institute for Web Science and Technologies
